auction_action,auction_state,directional_alignment,index,persisted_signal_action,selected_candidate_id,selected_opportunity_key,signal_action,signal_stage,signal_status,signal_status_reason,snapshot_time,symbol
NO_LOCAL_OPPORTUNITY,UNKNOWN,,1,,,,NO_ACTION,,,,2026-07-20T09:15:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,UNKNOWN,,2,,,,NO_ACTION,,,,2026-07-20T09:18:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,UNKNOWN,,3,,,,NO_ACTION,,,,2026-07-20T09:21:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,UNKNOWN,,4,,,,NO_ACTION,,,,2026-07-20T09:24:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,UNKNOWN,,5,,,,NO_ACTION,,,,2026-07-20T09:27:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,UNKNOWN,,6,,,,NO_ACTION,,,,2026-07-20T09:30:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,BOUNDARY_INTERACTION,,7,,,,NO_ACTION,,,,2026-07-20T09:33:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,BOUNDARY_INTERACTION,,8,,,,NO_ACTION,,,,2026-07-20T09:36:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,FRESH_EXPANSION,,9,,,,NO_ACTION,,,,2026-07-20T09:39:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,FRESH_EXPANSION,,10,,,,NO_ACTION,,,,2026-07-20T09:42:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_UPTREND,,11,,,,NO_ACTION,,,,2026-07-20T09:45:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_UPTREND,,12,,,,NO_ACTION,,,,2026-07-20T09:48:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_UPTREND,,13,,,,NO_ACTION,,,,2026-07-20T09:51:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_UPTREND,,14,,,,NO_ACTION,,,,2026-07-20T09:54:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_UPTREND,,15,,,,NO_ACTION,,,,2026-07-20T09:57:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,CONTROLLED_PULLBACK,,16,,,,NO_ACTION,,,,2026-07-20T10:00:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,REACCELERATION,,17,,,,NO_ACTION,,,,2026-07-20T10:03:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,REACCELERATION,,18,,,,NO_ACTION,,,,2026-07-20T10:06:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_UPTREND,,19,,,,NO_ACTION,,,,2026-07-20T10:09:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_UPTREND,,20,,,,NO_ACTION,,,,2026-07-20T10:12:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,CHAOTIC_ROTATION,,21,,,,NO_ACTION,,,,2026-07-20T10:15:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,CHAOTIC_ROTATION,,22,,,,NO_ACTION,,,,2026-07-20T10:18:00+05:30,COFORGE
LOCAL_WATCH,CHAOTIC_ROTATION,,23,,,,NO_ACTION,,,,2026-07-20T10:21:00+05:30,COFORGE
LOCAL_WATCH,CHAOTIC_ROTATION,,24,,,,NO_ACTION,,,,2026-07-20T10:24:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,CHAOTIC_ROTATION,,25,,,,NO_ACTION,,,,2026-07-20T10:27:00+05:30,COFORGE
LOCAL_WATCH,CHAOTIC_ROTATION,,26,,,,NO_ACTION,,,,2026-07-20T10:30:00+05:30,COFORGE
LOCAL_WATCH,CHAOTIC_ROTATION,,27,,,,NO_ACTION,,,,2026-07-20T10:33:00+05:30,COFORGE
LOCAL_WATCH,CHAOTIC_ROTATION,,28,,,,NO_ACTION,,,,2026-07-20T10:36:00+05:30,COFORGE
LOCAL_WATCH,TREND_FAILURE,,29,,,,NO_ACTION,,,,2026-07-20T10:39:00+05:30,COFORGE
LOCAL_WATCH,TREND_FAILURE,,30,,,,NO_ACTION,,,,2026-07-20T10:42:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,TREND_FAILURE,,31,,,,NO_ACTION,,,,2026-07-20T10:45:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,TREND_FAILURE,,32,,,,NO_ACTION,,,,2026-07-20T10:48:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,REVERSAL,,33,,,,NO_ACTION,,,,2026-07-20T10:51:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,REVERSAL,,34,,,,NO_ACTION,,,,2026-07-20T10:54:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,REVERSAL,,35,,,,NO_ACTION,,,,2026-07-20T10:57:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,36,,,,NO_ACTION,,,,2026-07-20T11:00:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,37,,,,NO_ACTION,,,,2026-07-20T11:03:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,38,,,,NO_ACTION,,,,2026-07-20T11:06:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,39,,,,NO_ACTION,,,,2026-07-20T11:09:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,40,,,,NO_ACTION,,,,2026-07-20T11:12:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,41,,,,NO_ACTION,,,,2026-07-20T11:15:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,42,,,,NO_ACTION,,,,2026-07-20T11:18:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,43,,,,NO_ACTION,,,,2026-07-20T11:21:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,44,,,,NO_ACTION,,,,2026-07-20T11:24:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,45,,,,NO_ACTION,,,,2026-07-20T11:27:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,46,,,,NO_ACTION,,,,2026-07-20T11:30:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,ORDERLY_DOWNTREND,,47,,,,NO_ACTION,,,,2026-07-20T11:33:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,RECOMPRESSION,,48,,,,NO_ACTION,,,,2026-07-20T11:36:00+05:30,COFORGE
NO_LOCAL_OPPORTUNITY,RECOMPRESSION,,49,,,,NO_ACTION,,,,2026-07-20T11:39:00+05:30,COFORGE
LOCAL_WATCH,REACCELERATION,,50,,,,NO_ACTION,,,,2026-07-20T11:42:00+05:30,COFORGE
LOCAL_WATCH,REACCELERATION,,51,,,,NO_ACTION,,,,2026-07-20T11:45:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_DOWNTREND,ALIGNED,52,CREATE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,CREATE,ACTIVE,OPEN,CREATE:ACTIVE:AUCTION_CONFIRMED_SIGNAL_CREATED,2026-07-20T11:48:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_DOWNTREND,ALIGNED,53,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,ACTIVE,OPEN,HOLD:ACTIVE:AUCTION_CONFIRMED_ORDERLY_DOWNTREND_ALIGNED,2026-07-20T11:51:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_DOWNTREND,ALIGNED,54,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,ACTIVE,OPEN,HOLD:ACTIVE:AUCTION_CONFIRMED_ORDERLY_DOWNTREND_ALIGNED,2026-07-20T11:54:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_DOWNTREND,ALIGNED,55,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,ACTIVE,OPEN,HOLD:ACTIVE:AUCTION_CONFIRMED_ORDERLY_DOWNTREND_ALIGNED,2026-07-20T11:57:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_DOWNTREND,ALIGNED,56,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,ACTIVE,OPEN,HOLD:ACTIVE:AUCTION_CONFIRMED_ORDERLY_DOWNTREND_ALIGNED,2026-07-20T12:00:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_DOWNTREND,ALIGNED,57,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,ACTIVE,OPEN,HOLD:ACTIVE:AUCTION_CONFIRMED_ORDERLY_DOWNTREND_ALIGNED,2026-07-20T12:03:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_DOWNTREND,ALIGNED,58,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,ACTIVE,OPEN,HOLD:ACTIVE:AUCTION_CONFIRMED_ORDERLY_DOWNTREND_ALIGNED,2026-07-20T12:06:00+05:30,COFORGE
LOCAL_CONFIRMED,MATURE_EXTENSION,ALIGNED,59,DOWNGRADE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,DOWNGRADE,PROTECT,OPEN,DOWNGRADE:PROTECT:AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,2026-07-20T12:09:00+05:30,COFORGE
LOCAL_CONFIRMED,MATURE_EXTENSION,ALIGNED,60,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_MATURE_EXTENSION_ALIGNED,2026-07-20T12:12:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_DOWNTREND,ALIGNED,61,PROMOTE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,PROMOTE,ACTIVE,OPEN,PROMOTE:ACTIVE:AUCTION_CONFIRMED_ORDERLY_DOWNTREND_ALIGNED,2026-07-20T12:15:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_DOWNTREND,ALIGNED,62,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,ACTIVE,OPEN,HOLD:ACTIVE:AUCTION_CONFIRMED_ORDERLY_DOWNTREND_ALIGNED,2026-07-20T12:18:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_DOWNTREND,ALIGNED,63,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,ACTIVE,OPEN,HOLD:ACTIVE:AUCTION_CONFIRMED_ORDERLY_DOWNTREND_ALIGNED,2026-07-20T12:21:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,ALIGNED,64,DOWNGRADE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,DOWNGRADE,PROTECT,OPEN,DOWNGRADE:PROTECT:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_ALIGNED,2026-07-20T12:24:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,OPPOSITE,65,DOWNGRADE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,DOWNGRADE,WEAKENING,OPEN,DOWNGRADE:WEAKENING:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_OPPOSITE,2026-07-20T12:27:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,OPPOSITE,66,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,WEAKENING,OPEN,HOLD:WEAKENING:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_OPPOSITE,2026-07-20T12:30:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,OPPOSITE,67,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,WEAKENING,OPEN,HOLD:WEAKENING:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_OPPOSITE,2026-07-20T12:33:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,OPPOSITE,68,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,WEAKENING,OPEN,HOLD:WEAKENING:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_OPPOSITE,2026-07-20T12:36:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,OPPOSITE,69,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,WEAKENING,OPEN,HOLD:WEAKENING:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_OPPOSITE,2026-07-20T12:39:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,OPPOSITE,70,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,WEAKENING,OPEN,HOLD:WEAKENING:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_OPPOSITE,2026-07-20T12:42:00+05:30,COFORGE
LOCAL_CONFIRMED,REACCELERATION,ALIGNED,71,PROMOTE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,PROMOTE,PROTECT,OPEN,PROMOTE:PROTECT:AUCTION_CONFIRMED_REACCELERATION_ALIGNED,2026-07-20T12:45:00+05:30,COFORGE
LOCAL_CONFIRMED,REACCELERATION,ALIGNED,72,PROMOTE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,PROMOTE,ACTIVE,OPEN,PROMOTE:ACTIVE:AUCTION_CONFIRMED_REACCELERATION_ALIGNED,2026-07-20T12:48:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,ALIGNED,73,DOWNGRADE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,DOWNGRADE,PROTECT,OPEN,DOWNGRADE:PROTECT:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_ALIGNED,2026-07-20T12:51:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,ALIGNED,74,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_ALIGNED,2026-07-20T12:54:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,OPPOSITE,75,DOWNGRADE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,DOWNGRADE,WEAKENING,OPEN,DOWNGRADE:WEAKENING:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_OPPOSITE,2026-07-20T12:57:00+05:30,COFORGE
LOCAL_CONFIRMED,CONTROLLED_PULLBACK,OPPOSITE,76,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,WEAKENING,OPEN,HOLD:WEAKENING:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_OPPOSITE,2026-07-20T13:00:00+05:30,COFORGE
LOCAL_CONFIRMED,TREND_FAILURE,OPPOSITE,77,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,WEAKENING,OPEN,HOLD:WEAKENING:AUCTION_CONFIRMED_TREND_FAILURE_OPPOSITE,2026-07-20T13:03:00+05:30,COFORGE
